1	[(4.400621,93.990259),(6.744815,97.865837),(85.485052,93.618632),(51.497488,83.183811),(71.11439,82.845108),(80.078371,3.525805),(82.878016,84.365219),(26.071647,41.294005)]
2	[(70.886811,46.33163),(82.542401,51.121882),(68.486668,41.525947),(64.686339,72.607705),(38.400704,69.957734),(3.651756,90.870207),(67.969621,55.536792)]
3	[(25.388523,64.318622),(75.484891,60.368273),(80.312551,71.782867),(29.829182,55.689562),(86.990848,12.85014),(97.844025,54.892111)]
4	((2.957837,30.553697))
5	[(95.432888,31.847068),(47.831137,29.798205),(90.850156,4.372728),(24.453131,38.305294),(22.221182,30.27831),(26.14937,92.833498),(80.913378,54.08967),(15.273983,55.038566)]
6	[(81.468302,61.506316),(80.296629,7.234617)]
7	[(68.602401,37.322231),(98.023107,3.582256),(38.538236,76.343682),(61.209635,22.370898),(19.51793,48.90612),(7.51259,13.097386)]
8	[(32.133701,45.137525),(62.529351,3.405635)]
9	[(55.378535,84.897957),(42.090477,31.113992),(97.143541,42.461976),(43.030635,55.897955),(88.440579,29.711122),(31.431306,89.205397),(26.127435,61.036435)]
10	[(9.449102,87.084049),(3.924268,72.253907),(38.468278,15.265151),(74.480679,21.859083),(28.238247,19.377121),(63.088488,36.356099),(1.481549,83.465427)]
11	[(86.868268,72.785921),(25.479414,47.948664)]
12	[(87.472216,25.288574),(66.472912,3.263231),(7.095714,48.142247),(33.403502,77.740909)]
13	[(77.445864,16.501532),(93.928874,71.460231),(68.134445,73.724538),(17.522413,80.381344),(34.150591,99.759629)]
14	[(39.709746,78.275548),(48.808024,65.922095),(6.295829,23.130007),(78.411555,25.323091),(69.707714,54.005848),(44.10122,70.404278),(64.912466,99.93573)]
15	[(97.691665,46.818381),(46.964024,26.388515),(18.956295,57.480615)]
16	[(36.073309,62.835273),(54.119788,77.398015),(86.806173,37.21027),(14.092536,19.053956),(94.322581,27.094919),(64.68097,46.898471),(33.187406,43.925117),(36.77138,19.30962),(94.887594,22.744716),(43.246827,81.397992)]
17	[(89.391555,52.964068),(86.806246,68.459299),(90.914464,92.766368),(72.718478,54.742546),(81.76184,15.972039),(37.209002,52.261744),(38.608713,89.399254)]
18	[(51.748599,3.05268),(73.45118,40.32232),(17.269506,85.893459),(12.141993,63.352562),(57.826166,11.843137),(26.372641,57.934487),(9.006396,80.039816),(46.280469,84.554845)]
19	[(92.884975,19.454396),(52.535234,32.610488),(81.364762,81.407178),(82.684489,51.721458),(62.653249,95.485836),(62.601283,19.763299),(55.296181,13.57314),(93.658381,49.372722),(79.306598,8.020592)]
20	[(3.473931,61.627028),(26.033833,61.158577),(63.509347,31.568923),(13.678063,83.994129)]
