1	\N
2	[59.1440064194612205,67.4557671439833939)
3	[42.3467982886359096,50.2712214230559766)
4	[99.3832206935621798,101.776865325402468)
5	[94.6818442209623754,96.4286467651836574)
6	[89.8097342983819544,98.3875542734749615)
7	[65.3061607512645423,71.5275507899932563)
8	[9.31519303750246763,11.156500936485827)
9	[15.6375092905946076,17.0746508459560573)
10	[77.4447995517402887,84.5869180127047002)
11	[54.3889633785001934,62.8087625727057457)
12	[28.4384419741109014,29.7812763438560069)
13	[58.505774537101388,63.36177615262568)
14	[88.2582839652895927,97.71331223892048)
15	[57.0287887677550316,62.2204008726403117)
16	[13.5078269718214869,21.2419996587559581)
17	[65.8111075614579022,73.2340015061199665)
18	[56.5052675260230899,58.1559862396679819)
19	[48.8204878699034452,54.8103504353202879)
20	[23.4879968003369868,28.3518451722338796)
21	[64.1033162060193717,66.2212917604483664)
22	[27.8583518168888986,31.4410315402783453)
23	[70.7330215247347951,74.9306165156885982)
24	[38.6638638461008668,47.3339121020399034)
25	[40.9821020094677806,43.3556168638169765)
26	[53.9338338859379292,63.4221125575713813)
27	[97.7264545802026987,106.033025112934411)
28	[98.1422434551641345,104.16335519310087)
29	[24.7882936308160424,33.5519779417663813)
30	[50.2375401272438467,58.4936385271139443)
31	[33.5082605741918087,40.1214757650159299)
32	[55.8929819548502564,65.7401972441002727)
33	[34.3972004903480411,36.4334049886092544)
34	[6.47727403184399009,14.8607002506032586)
35	[67.286737700458616,70.8290350530296564)
36	[25.7200204972177744,29.4827526705339551)
37	[41.2630019770003855,46.9519449188373983)
38	[59.7995309098623693,61.7991694142110646)
39	[87.7519172606989741,97.5213167839683592)
40	[96.3665543631650507,99.8878288422711194)
41	[13.5720581999048591,19.0539116812869906)
42	[23.1050846581347287,25.0413130926899612)
43	[31.6726641552522779,34.5133303515613079)
44	[66.5307418974116445,72.4817380639724433)
45	[7.64785557985305786,10.081335763912648)
46	[36.2780402307398617,40.8376871580258012)
47	[78.5136491698212922,87.711014827247709)
48	[38.4754843818955123,40.5582888964563608)
49	[3.56927171256393194,8.4740679319947958)
50	[94.128538066521287,101.388175290077925)
51	[71.9180292920209467,74.6315346201881766)
52	[1.24606336560100317,3.35342984879389405)
53	[71.4269309700466692,77.7947122678160667)
54	[24.1770548629574478,30.4660410657525063)
55	[57.508989077527076,60.2856808253563941)
56	[86.9128675009123981,94.1929627079516649)
57	[69.8439975213259459,71.6638113539665937)
58	[80.3795600575394928,81.4265293050557375)
59	[30.2652803184464574,35.4389441325329244)
60	[55.9776195548474789,60.2424500952474773)
61	[62.6785839796066284,71.8836439601145685)
62	[76.0692521445453167,80.7230915217660367)
63	[82.4266820172779262,84.6580217014998198)
64	[53.1030828556977212,61.7390786535106599)
65	[57.4974949401803315,62.7003695694729686)
66	[54.851963235065341,58.4351927149109542)
67	[66.080179532058537,71.9981819503009319)
68	[41.5965555934235454,45.915383820887655)
69	[15.1436209222301841,21.9412218728102744)
70	[95.6859587328508496,103.108923278283328)
71	[84.3172196825034916,92.7352947946637869)
72	[41.7336572771891952,47.5664952090010047)
73	[91.6167784389108419,94.5361618329770863)
74	[54.6778789726085961,57.5762479505501688)
75	[68.0235192896798253,69.901291883084923)
76	[57.795194701757282,61.4953859080560505)
77	[1.91115831304341555,5.89883529907092452)
78	[70.8943364648148417,79.379594680853188)
79	[47.4091833727434278,50.499857856426388)
80	[68.3337941523641348,69.6889467304572463)
81	[70.2290402427315712,73.2459272779524326)
82	[33.3222026373259723,37.5321317119523883)
83	[77.28378398809582,84.9127620090730488)
84	[72.8163303229957819,82.0370034966617823)
85	[38.6923686871305108,45.8289404236711562)
86	[63.0800149100832641,66.0808865800499916)
87	[51.1011153357103467,52.4478128072805703)
88	[76.1708056195639074,80.9633414172567427)
89	[25.9268895220011473,29.6404063031077385)
90	[63.5999525780789554,72.9590806518681347)
91	[40.5041831196285784,43.3582874177955091)
92	[23.6525121270678937,28.3266340796835721)
93	[54.2595941722393036,63.6729440442286432)
94	[24.7531818551942706,25.8139798138290644)
95	[17.5442679123952985,26.8249020949006081)
96	[5.57545590400695801,14.3730293726548553)
97	[15.2727333949878812,19.6270659896545112)
98	[23.0825279760174453,32.3149386472068727)
99	[11.816416772082448,21.3526766216382384)
100	[82.9839223395101726,88.3938119267113507)
\.
