1	\N
2	TBOXINT XT([16, 25),[2001-11-12 19:46:00+01, 2001-11-12 19:47:00+01))
3	TBOXINT XT([35, 38),[2001-09-30 23:01:00+02, 2001-09-30 23:07:00+02))
4	TBOXINT XT([4, 10),[2001-01-31 19:45:00+01, 2001-01-31 19:50:00+01))
5	TBOXINT XT([-85, -84),[2001-04-22 19:48:00+02, 2001-04-22 19:54:00+02))
6	TBOXINT XT([26, 30),[2001-01-24 08:24:00+01, 2001-01-24 08:30:00+01))
7	TBOXINT XT([22, 31),[2001-01-11 20:14:00+01, 2001-01-11 20:23:00+01))
8	TBOXINT XT([-20, -18),[2001-03-14 00:03:00+01, 2001-03-14 00:06:00+01))
9	TBOXINT XT([77, 80),[2001-09-21 03:28:00+02, 2001-09-21 03:37:00+02))
10	TBOXINT XT([13, 15),[2001-09-14 03:35:00+02, 2001-09-14 03:42:00+02))
11	TBOXINT XT([68, 76),[2001-06-08 11:48:00+02, 2001-06-08 11:51:00+02))
12	TBOXINT XT([-6, -4),[2001-01-30 19:07:00+01, 2001-01-30 19:13:00+01))
13	TBOXINT XT([13, 21),[2001-06-19 21:25:00+02, 2001-06-19 21:33:00+02))
14	TBOXINT XT([-22, -12),[2001-01-01 12:02:00+01, 2001-01-01 12:06:00+01))
15	TBOXINT XT([-27, -22),[2001-01-26 20:46:00+01, 2001-01-26 20:47:00+01))
16	TBOXINT XT([63, 72),[2001-06-11 13:47:00+02, 2001-06-11 13:53:00+02))
17	TBOXINT XT([10, 16),[2001-03-27 06:24:00+02, 2001-03-27 06:26:00+02))
18	TBOXINT XT([-62, -53),[2001-12-13 09:40:00+01, 2001-12-13 09:47:00+01))
19	TBOXINT XT([7, 12),[2001-12-18 18:34:00+01, 2001-12-18 18:39:00+01))
20	TBOXINT XT([13, 18),[2001-12-05 07:45:00+01, 2001-12-05 07:49:00+01))
21	TBOXINT XT([47, 57),[2001-12-26 13:45:00+01, 2001-12-26 13:50:00+01))
22	TBOXINT XT([-15, -11),[2001-11-28 13:47:00+01, 2001-11-28 13:53:00+01))
23	TBOXINT XT([-30, -20),[2001-09-07 21:22:00+02, 2001-09-07 21:23:00+02))
24	TBOXINT XT([62, 71),[2001-12-14 09:53:00+01, 2001-12-14 09:58:00+01))
25	TBOXINT XT([71, 72),[2001-12-22 14:57:00+01, 2001-12-22 15:02:00+01))
26	TBOXINT XT([-98, -92),[2001-02-05 03:21:00+01, 2001-02-05 03:25:00+01))
27	TBOXINT XT([-24, -19),[2001-09-03 07:25:00+02, 2001-09-03 07:31:00+02))
28	TBOXINT XT([-89, -86),[2001-08-14 20:02:00+02, 2001-08-14 20:06:00+02))
29	TBOXINT XT([43, 51),[2001-04-20 00:10:00+02, 2001-04-20 00:13:00+02))
30	TBOXINT XT([-13, -12),[2001-01-25 04:34:00+01, 2001-01-25 04:42:00+01))
31	TBOXINT XT([66, 72),[2001-06-22 10:41:00+02, 2001-06-22 10:50:00+02))
32	TBOXINT XT([-45, -39),[2001-09-29 12:39:00+02, 2001-09-29 12:49:00+02))
