1	STBOX ZT(((53.986894,30.334541,42.518891),(56.040446,37.764663,49.610776)),[2001-08-14 12:26:00+02,2001-08-14 12:28:00+02])
2	STBOX ZT(((0.27542599,95.265997,54.369465),(6.1806885,96.863361,59.06883)),[2001-06-24 21:52:00+02,2001-06-24 22:01:00+02])
3	STBOX ZT(((90.85637,47.586086,87.569296),(92.986396,53.262934,96.889064)),[2001-04-15 05:21:00+02,2001-04-15 05:28:00+02])
4	STBOX ZT(((80.072691,30.967247,45.750912),(82.187454,35.198595,52.683849)),[2001-07-19 23:07:00+02,2001-07-19 23:13:00+02])
5	STBOX ZT(((66.238413,8.4404117,28.328716),(74.428172,18.081881,38.173047)),[2001-10-11 17:14:00+02,2001-10-11 17:22:00+02])
6	STBOX ZT(((91.282327,52.639812,28.214267),(97.617273,59.87846,32.994889)),[2001-06-16 15:47:00+02,2001-06-16 15:52:00+02])
7	STBOX ZT(((16.904401,29.576211,78.766285),(25.243108,36.984945,88.761542)),[2001-04-18 05:38:00+02,2001-04-18 05:44:00+02])
8	STBOX ZT(((2.1754021,45.698207,16.548862),(10.519589,54.120542,24.832995)),[2001-02-23 00:06:00+01,2001-02-23 00:11:00+01])
9	STBOX ZT(((90.910794,9.2635316,25.785037),(92.385982,12.428516,31.371315)),[2001-09-15 16:49:00+02,2001-09-15 16:58:00+02])
10	STBOX ZT(((76.695196,79.172908,42.347432),(82.059406,87.764799,51.096965)),[2001-05-11 22:32:00+02,2001-05-11 22:38:00+02])
11	STBOX ZT(((13.930557,64.872216,94.855868),(18.177791,74.4045,100.99357)),[2001-12-14 12:24:00+01,2001-12-14 12:28:00+01])
12	STBOX ZT(((40.50137,73.634476,52.817435),(46.550807,77.672178,60.11239)),[2001-03-22 10:57:00+01,2001-03-22 11:02:00+01])
13	STBOX ZT(((43.015782,95.72898,17.812657),(45.796375,102.9184,22.849862)),[2001-06-25 19:06:00+02,2001-06-25 19:15:00+02])
14	STBOX ZT(((47.944207,87.205262,32.451937),(55.384571,89.87547,39.016732)),[2001-12-18 00:35:00+01,2001-12-18 00:43:00+01])
15	STBOX ZT(((83.430083,56.686922,80.961906),(89.064191,61.111199,87.160867)),[2001-03-13 00:25:00+01,2001-03-13 00:34:00+01])
16	STBOX ZT(((11.681996,10.583662,14.094904),(16.672228,19.147158,16.42713)),[2001-09-04 17:51:00+02,2001-09-04 17:59:00+02])
17	STBOX ZT(((79.767826,32.615165,35.647337),(80.892608,40.86063,45.290195)),[2001-12-29 08:52:00+01,2001-12-29 08:57:00+01])
18	STBOX ZT(((67.71043,28.483687,45.7661),(72.94417,30.167431,48.994518)),[2001-05-23 22:37:00+02,2001-05-23 22:40:00+02])
19	STBOX ZT(((64.284076,5.722111,49.982091),(69.223343,7.4194596,51.680996)),[2001-02-27 10:01:00+01,2001-02-27 10:06:00+01])
20	STBOX ZT(((18.33198,21.860519,23.238483),(19.862923,26.284208,28.740245)),[2001-08-17 02:40:00+02,2001-08-17 02:48:00+02])
21	STBOX ZT(((70.656155,85.666923,85.219382),(77.611643,93.979525,88.142978)),[2001-09-20 05:38:00+02,2001-09-20 05:42:00+02])
22	STBOX ZT(((9.7348185,67.139388,73.152559),(17.461107,76.951537,82.00488)),[2001-07-26 15:59:00+02,2001-07-26 16:03:00+02])
23	STBOX ZT(((3.6348748,37.230101,54.794778),(8.6829325,43.860537,56.05183)),[2001-06-22 13:15:00+02,2001-06-22 13:21:00+02])
24	STBOX ZT(((84.420911,26.094617,25.978291),(91.193116,33.934426,33.817163)),[2001-11-25 18:22:00+01,2001-11-25 18:26:00+01])
25	STBOX ZT(((61.6648,61.20685,6.8343805),(66.486018,64.74554,13.389128)),[2001-04-12 07:49:00+02,2001-04-12 07:54:00+02])
26	STBOX ZT(((95.347057,34.871971,8.9691731),(99.297683,44.531517,10.788553)),[2001-09-13 02:30:00+02,2001-09-13 02:34:00+02])
27	STBOX ZT(((33.447284,63.898994,83.824116),(36.828629,72.700217,88.580365)),[2001-10-13 11:16:00+02,2001-10-13 11:17:00+02])
28	STBOX ZT(((12.774867,67.714394,1.2005744),(17.708972,75.661318,3.2537757)),[2001-10-07 22:53:00+02,2001-10-07 22:54:00+02])
29	STBOX ZT(((38.394893,18.536618,33.213962),(43.601878,28.080621,37.188072)),[2001-10-22 07:18:00+02,2001-10-22 07:22:00+02])
30	STBOX ZT(((29.805344,42.014848,12.174942),(34.246227,44.929972,22.085814)),[2001-08-16 19:52:00+02,2001-08-16 19:59:00+02])
31	STBOX ZT(((85.178152,82.833805,50.105019),(92.434417,92.099506,53.131625)),[2001-02-12 08:39:00+01,2001-02-12 08:47:00+01])
32	STBOX ZT(((59.555516,23.718412,59.199397),(60.637097,31.099559,60.977434)),[2001-01-12 21:28:00+01,2001-01-12 21:32:00+01])
33	STBOX ZT(((89.438252,41.858819,20.154221),(93.749549,47.64681,28.19887)),[2001-05-12 16:54:00+02,2001-05-12 17:00:00+02])
34	STBOX ZT(((95.214743,90.448823,29.187616),(97.270262,93.986581,30.648964)),[2001-05-02 17:54:00+02,2001-05-02 18:03:00+02])
35	STBOX ZT(((11.031109,55.231109,8.5436725),(16.26761,59.026645,15.19874)),[2001-10-21 04:25:00+02,2001-10-21 04:26:00+02])
36	STBOX ZT(((54.779921,22.033484,9.8955333),(64.144082,24.702119,19.444428)),[2001-07-22 16:45:00+02,2001-07-22 16:53:00+02])
37	STBOX ZT(((60.399209,15.141943,18.555908),(67.549975,24.856624,25.296913)),[2001-12-20 18:38:00+01,2001-12-20 18:44:00+01])
38	STBOX ZT(((87.278613,92.976554,97.003357),(90.18426,94.168205,106.6355)),[2001-12-27 09:12:00+01,2001-12-27 09:15:00+01])
39	STBOX ZT(((57.360556,4.4563996,12.750132),(61.557167,12.258979,14.74558)),[2001-01-17 03:14:00+01,2001-01-17 03:23:00+01])
40	STBOX ZT(((97.617702,20.956067,45.984205),(102.17238,25.64354,53.547563)),[2001-11-26 14:41:00+01,2001-11-26 14:50:00+01])
41	STBOX ZT(((56.11387,91.482097,97.087069),(65.06194,97.960938,106.00817)),[2001-03-31 00:27:00+02,2001-03-31 00:34:00+02])
42	STBOX ZT(((53.852562,85.015648,74.597093),(62.69562,92.361531,76.247918)),[2001-10-01 02:18:00+02,2001-10-01 02:23:00+02])
