1	01010000A0E6100000000024DA9682374000000012D7AD41400000B00959467A40@2001-06-22 12:37:00+02
2	01010000A0E61000000000A8967CE83540000081F860F643400080A2589BD38540@2001-08-30 23:53:00+02
3	01010000A0E6100000000024DA9682374000000012D7AD41400000B00959467A40@2001-06-22 12:37:00+02
4	01010000A0E61000000000A8967CE83540000081F860F643400080A2589BD38540@2001-08-30 23:53:00+02
5	01010000A0E61000000000885B6B312D400000ED0A12084E4000003F26D0318640@2001-03-25 23:59:00+02
6	01010000A0E61000000000401948E40EC00000A4E7950A46400000EF6A07FB7140@2001-11-07 19:54:00+01
7	01010000A0E61000000000C843043B20400000CF6D9C6F4B400000C398BA0B8A40@2001-03-25 23:59:00+02
8	01010000A0E61000000000DC7CFA2D37400000BE28E08641400000AF3EC9E17B40@2001-11-07 19:54:00+01
9	01010000A0E6100000000040824C6B02C00000CB9759724B400000A461C73C8E40@2001-12-23 09:21:00+01
10	01010000A0E610000000003C6599203F400000C874E33051400000FABA46988140@2001-10-10 20:35:00+02
11	01010000A0E6100000000040DAABBB3C400000E2E7C3D8514000008CEEBD616F40@2001-09-06 05:22:00+02
12	01010000A0E61000000000601B116C14C0008091B36D8851400000EC941CAC7540@2001-05-28 23:27:00+02
13	01010000A0E6100000000010F41B2E13C0000014A429B84F400000A3F1DC1F7940@2001-06-22 09:44:00+02
14	01010000A0E61000000000304472DE1AC000002CD6426647400080EE79E00A8340@2001-07-05 10:47:00+02
15	01010000A0E6100000000080A862F339400000BBFC38B14940000085F10A218740@2001-08-24 03:06:00+02
16	01010000A0E610000000004849BE512140000041C00AF244400000172D313E7F40@2001-08-17 10:18:00+02
17	01010000A0E610000000008459606734400000978401264A40008006C02EF58240@2001-09-13 22:28:00+02
18	01010000A0E610000000007087F9D717400000C99C9DA34440000045A247037E40@2001-04-21 00:21:00+02
19	01010000A0E61000000000C0FDC68D0CC0000023A03E074F400080815361C18E40@2001-04-09 03:38:00+02
20	01010000A0E610000000009809959732400000A738489F4740008003DA70218540@2001-10-20 21:47:00+02
21	01010000A0E610000000000092C54617C000007A6E38F242400000BE9C5B657140@2001-03-06 16:26:00+01
22	01010000A0E61000000000601CCEB41A400080D97D0FF65040000014E676798540@2001-04-03 02:28:00+02
23	01010000A0E61000000000C061060E0F400000429AC16749400080726EED178C40@2001-10-10 00:37:00+02
24	01010000A0E610000000004011E5892F400000DCFE15E148400000BB06A0257940@2001-05-03 20:00:00+02
25	01010000A0E6100000000060A020633A40000008039FAA4140000008260A4A4440@2001-03-31 16:24:00+02
