1	01010000A0E6100000000000000000F87F000000000000F87F000000000000F87F
2	01010000A0E61000000000409E521902C00000031966DF4E4000002861D6267540
3	01010000A0E61000000000388DD50C2440000042710F19444000008A6B00446140
4	01010000A0E61000000000B88C7EE63E4000003E1AF4BB474000003CF1A4E35740
5	01010000A0E61000000000742E8C9B39400000181ACF724B400000DE9789BE7940
6	01010000A0E610000000004040572BFFBF00009A2D824D4F400000F71132807240
7	01010000A0E6100000000030C124F435400000C89EBED85140000074E0CB807D40
8	01010000A0E61000000000446F8F7032400000865AA8234640000060DF3E3C3340
9	01010000A0E61000000000D8DF5FE823C00000328139F14A400000C03090641040
10	01010000A0E610000000005C23797B35400000446699CD5140008096AB78BD8B40
11	01020000A0E610000000000000
12	01020000A0E6100000020000000000BC8E07AF32400000E54ED4DC4A4000800AE70A378F4085B81AABF4F22A405851C68A9D8A4B40C9B00F026BDF8040
13	01020000A0E6100000020000000000704ECA812A40000085545B834D40000080809D6C8340F749BF47373021402081326EB4274E406C04F14135548740
14	01020000A0E6100000020000000000F8CE0B3E24400000D1B4AAB6414000008486A5B87E402B9DE3B6F6A72D40E8E06B33F8AE4540EB52FC3D086B8340
15	01020000A0E6100000020000000000E00280740BC0000062B1FE354240000014460E6188400000BCCB3441394000005F37C0BA4940008078FBBB118140
16	01020000A0E61000000400000000008029015622400000DD6ED132424000009657196A614000005002357213C000005AFD6624474000800C4E7F0E80400000D80792C320400000B254C615454000008545A6C68D400000C8963EA62A4000004BB9DF504A40000090A00A023840
17	01020000A0E61000000200000000000021EF2E3D400000C1CF8D8F50400000E25EF2D16840E1C32BB0450B3C402709E9065C5650401BA1E45A97098140
18	01020000A0E6100000080000000000608906112B4000804AA0B22750400000CD8FE8D670400000F8041CAC35400000940701704F40000017E640C6894000000067500BD4BF0000A5AEB4E14F400000A43FD50A7E400000E004F10909C00000274ED0004D4000808A37E7398540000000B4E37FE93F000033FD11CC4E400000985ABE0A7740000000DE9B16F0BF000042A117FA4A4000009C3CC43A6940000084D535533F4000003149F0F648400000EAFF52EC67400000F0DF024537400000886C7DE24240000000FCEA543440
19	01020000A0E610000002000000000000B33641024000005134799A444000809E18C294874000005034F6022A4000006A5F74E849400080FB55E2528240
20	01020000A0E61000000200000000008067ADC4E63F0000722284AA5040008008EC65F18A400000E86E0A4B23C0000027C932174E400000C89C09345740
21	01030000A0E610000000000000
