1	STBOX XT(((30.266616,74.668954),(32.743667,84.470892)),[2001-11-19 12:39:00+01,2001-11-19 12:46:00+01])
2	STBOX XT(((57.136575,46.584335),(64.160383,54.075719)),[2001-03-10 04:07:00+01,2001-03-10 04:17:00+01])
3	STBOX XT(((59.560908,13.69068),(67.709106,15.217528)),[2001-01-28 11:59:00+01,2001-01-28 12:03:00+01])
4	STBOX XT(((16.76942,54.00182),(24.276634,62.894894)),[2001-06-15 11:22:00+02,2001-06-15 11:25:00+02])
5	STBOX XT(((33.065625,12.816197),(38.296217,18.288947)),[2001-01-15 16:00:00+01,2001-01-15 16:02:00+01])
6	STBOX XT(((4.01188,13.303096),(9.387536,14.733078)),[2001-02-23 07:45:00+01,2001-02-23 07:48:00+01])
7	STBOX XT(((3.030783,16.526237),(8.815246,21.991045)),[2001-01-27 16:54:00+01,2001-01-27 17:02:00+01])
8	STBOX XT(((43.772833,40.256657),(53.365934,42.571699)),[2001-02-07 03:39:00+01,2001-02-07 03:47:00+01])
9	STBOX XT(((13.488724,84.355669),(17.765895,92.377964)),[2001-09-19 00:31:00+02,2001-09-19 00:33:00+02])
10	STBOX XT(((74.886971,19.146341),(83.463696,22.175111)),[2001-04-13 05:38:00+02,2001-04-13 05:43:00+02])
11	STBOX XT(((4.286899,20.500014),(12.736348,30.153504)),[2001-10-02 14:58:00+02,2001-10-02 15:01:00+02])
12	STBOX XT(((45.639981,11.056708),(50.875783,17.426377)),[2001-11-19 10:06:00+01,2001-11-19 10:09:00+01])
13	STBOX XT(((5.425666,0.460405),(12.996713,9.984606)),[2001-09-02 20:32:00+02,2001-09-02 20:34:00+02])
14	STBOX XT(((7.227632,21.344516),(9.992214,27.2002)),[2001-07-08 17:23:00+02,2001-07-08 17:33:00+02])
15	STBOX XT(((41.625901,95.449459),(43.498455,96.915608)),[2001-02-04 14:58:00+01,2001-02-04 15:08:00+01])
16	STBOX XT(((21.485674,29.58854),(27.821153,35.81688)),[2001-03-31 10:18:00+02,2001-03-31 10:28:00+02])
17	STBOX XT(((42.094341,13.065067),(51.64688,20.523004)),[2001-07-29 20:00:00+02,2001-07-29 20:01:00+02])
18	STBOX XT(((52.831943,61.599744),(60.76716,62.9717)),[2001-01-06 06:45:00+01,2001-01-06 06:46:00+01])
19	STBOX XT(((22.879258,33.242059),(30.284405,40.94195)),[2001-04-10 19:29:00+02,2001-04-10 19:38:00+02])
20	STBOX XT(((73.795448,97.834001),(79.617936,106.476415)),[2001-10-02 14:55:00+02,2001-10-02 15:04:00+02])
21	STBOX XT(((28.331799,47.201551),(33.488913,55.620111)),[2001-08-18 02:22:00+02,2001-08-18 02:32:00+02])
22	STBOX XT(((33.554571,87.362277),(42.46598,93.336895)),[2001-10-06 22:01:00+02,2001-10-06 22:02:00+02])
23	STBOX XT(((0.512863,52.960086),(10.406499,58.538402)),[2001-02-21 00:44:00+01,2001-02-21 00:53:00+01])
24	STBOX XT(((4.040586,28.937905),(7.900675,31.136002)),[2001-10-26 12:02:00+02,2001-10-26 12:06:00+02])
25	STBOX XT(((99.603364,21.298947),(105.675734,29.09288)),[2001-03-21 18:31:00+01,2001-03-21 18:32:00+01])
26	STBOX XT(((67.543557,9.114342),(76.230556,10.515738)),[2001-05-21 10:40:00+02,2001-05-21 10:45:00+02])
27	STBOX XT(((50.365808,91.728819),(56.50754,93.002998)),[2001-08-29 21:57:00+02,2001-08-29 21:59:00+02])
28	STBOX XT(((62.233044,56.204164),(70.610823,64.738859)),[2001-11-19 22:12:00+01,2001-11-19 22:19:00+01])
29	STBOX XT(((7.533893,58.154747),(14.029021,67.628482)),[2001-05-23 07:36:00+02,2001-05-23 07:41:00+02])
30	STBOX XT(((81.111038,93.463037),(84.680479,98.948402)),[2001-01-07 09:29:00+01,2001-01-07 09:34:00+01])
31	STBOX XT(((51.928095,51.326801),(56.621197,54.304608)),[2001-05-23 15:19:00+02,2001-05-23 15:22:00+02])
32	STBOX XT(((78.871833,6.500496),(82.876391,8.28415)),[2001-05-15 22:08:00+02,2001-05-15 22:18:00+02])
33	STBOX XT(((76.550444,60.866245),(81.141383,62.59209)),[2001-06-09 01:59:00+02,2001-06-09 02:09:00+02])
34	STBOX XT(((87.86329,90.769679),(94.754858,95.517425)),[2001-09-18 15:00:00+02,2001-09-18 15:02:00+02])
35	STBOX XT(((42.529733,78.236214),(51.754867,86.266349)),[2001-09-01 09:27:00+02,2001-09-01 09:28:00+02])
36	STBOX XT(((66.423798,13.215165),(68.978235,15.248814)),[2001-09-05 21:29:00+02,2001-09-05 21:30:00+02])
37	STBOX XT(((65.385715,96.468112),(74.663072,99.008833)),[2001-01-10 08:29:00+01,2001-01-10 08:35:00+01])
38	STBOX XT(((92.594346,16.843805),(100.725288,25.00576)),[2001-10-09 13:00:00+02,2001-10-09 13:09:00+02])
39	STBOX XT(((86.661305,9.185967),(92.034193,10.912172)),[2001-01-27 06:08:00+01,2001-01-27 06:13:00+01])
40	STBOX XT(((95.548147,63.14745),(102.066403,71.166051)),[2001-03-04 00:12:00+01,2001-03-04 00:15:00+01])
41	STBOX XT(((40.726817,95.354125),(48.566783,97.357342)),[2001-01-02 08:56:00+01,2001-01-02 09:06:00+01])
42	STBOX XT(((62.701387,50.905814),(71.762634,57.51628)),[2001-07-02 22:38:00+02,2001-07-02 22:40:00+02])
43	STBOX XT(((4.86876,15.509666),(10.168114,19.585226)),[2001-07-13 17:32:00+02,2001-07-13 17:37:00+02])
